Area_m²,Location,Floor,Price_€,Newly_built
131.28,Šijana,1,225000,0
110.0,Centar,2,205000,0
78.26,Veruda,2,159800,0
67.59,Štinjan,1,167000,0
122.0,Centar,1,260000,0
122.0,Centar,1,260000,0
61.26,Štinjan,1,160000,0
62.77,Štinjan,1,162000,0
61.26,Štinjan,1,160000,1
62.77,Štinjan,1,162000,1
67.59,Štinjan,1,167000,1
138.66,Centar,2,195000,0
55.0,Kaštanjer,0,132000,1
55.0,Kaštanjer,2,143000,1
55.0,Kaštanjer,2,143000,1
70.69,Centar,1,156000,0
124.0,Veli vrh,2,285000,1
220.0,Monte Zaro,2,350000,0
220.0,Monte Zaro,2,350000,0
110.0,Centar,2,305000,1
89.82,Monte Zaro,1,185000,0
62.48,Centar,3,138000,0
74.0,Veruda,1,225000,0
110.0,Nova Veruda,2,281000,0
50.0,Centar,3,200000,0
82.0,Centar,1,299500,0
70.0,Centar,0,156000,0
66.0,Centar,4,140000,0
88.47,Centar,3,165000,0
64.13,Centar,4,128990,1
83.0,Valdebek,0,150000,1
45.0,Centar,3,170000,0
66.89,Verudela,0,180000,0
75.0,Centar,2,193000,0
100.2,Gregovica,0,160000,0
45.0,Centar,3,200000,1
160.0,Monte Zaro,2,410000,1
45.0,Valdebek,0,120000,0
180.0,Centar,1,300000,0
70.06,Veruda,3,150000,0
62.0,Centar,3,174300,1
61.0,Centar,2,173292,1
61.0,Centar,1,173292,1
106.0,Centar,1,265700,1
81.0,Veruda,0,275000,0
64.81,Veli vrh,1,135100,1
119.0,Centar,1,170000,0
70.0,Veruda,1,122500,1
54.19,Centar,1,124500,0
64.0,Veruda,6,195000,0
103.49,Veruda,1,205000,0
64.47,Veli vrh,1,135100,1
174.45,Centar,0,250000,0
58.56,Veli vrh,0,126800,1
91.0,Veruda,4,281000,0
89.0,Kaštanjer,0,129500,0
175.0,Vidikovac,1,137000,0
109.0,Centar,2,227000,0
68.0,Valdebek,2,138000,1
65.0,Centar,1,139000,0
103.0,Nova Veruda,1,205000,0
127.96,Veli vrh,2,258800,1
78.0,Kaštanjer,4,127000,0
62.77,Štinjan,1,162100,1
57.0,Veli vrh,1,128125,0
66.75,Vidikovac,2,150500,0
66.75,Vidikovac,2,149350,0
38.0,Štinjan,0,135000,0
83.29,Vidikovac,1,195000,0
43.97,Centar,2,176500,0
52.0,Centar,1,90000,0
125.0,Centar,3,112000,0
59.05,Veli vrh,1,133000,1
62.48,Centar,3,139000,0
115.68,Veli vrh,2,237200,1
55.0,Centar,1,150500,1
67.74,Valdebek,2,147000,1
81.0,Šijana,2,135000,0
50.0,Centar,3,140000,0
54.0,Šijana,2,136000,0
54.19,Centar,0,125000,0
61.26,Štinjan,1,157000,0
127.96,Veli vrh,2,258800,1
65.66,Vidikovac,6,135000,0
79.0,Veruda,2,154500,0
115.0,Centar,3,230000,0
108.0,Centar,2,196000,0
205.0,Centar,1,400000,0
82.58,Centar,0,185000,0
63.56,Štinjan,1,142000,0
68.22,Štinjan,1,152200,0
57.39,Monte Magno,1,125000,0
144.0,Šijana,0,191000,0
61.26,Štinjan,1,161100,1
53.95,Kaštanjer,1,105000,0
143.0,Centar,0,208000,0
166.0,Centar,2,250000,0
35.0,Centar,1,93000,0
50.0,Centar,3,140000,0
90.0,Stoja,2,145000,0
212.0,Štinjan,0,240000,0
97.0,Centar,1,166000,0
40.77,Veruda,0,148000,1
53.5,Veruda,0,195000,1
54.18,Veruda,0,197000,1
54.67,Veruda,1,199000,1
38.0,Veruda,1,138000,1
69.12,Veruda,1,250000,1
104.47,Veruda,2,380000,1
25.0,Veruda,6,79999,0
41.0,Valkane,0,120000,0
35.0,Centar,1,92500,0
62.0,Štinjan,1,160000,1
61.0,Štinjan,1,160000,1
75.0,Centar,2,197000,0
62.48,Centar,3,139000,0
124.0,Centar,2,255000,1
59.94,Vidikovac,4,125000,0
154.0,Nova Veruda,0,240000,0
51.0,Veruda,3,107000,0
94.07,Stoja,0,253800,0
73.93,Stoja,0,204500,0
55.0,Štinjan,0,120000,0
56.31,Stoja,4,134800,0
118.19,Monteghiro,1,240000,0
48.04,Monte Zaro,4,100000,0
80.21,Centar,2,300000,0
79.94,Štinjan,1,178500,1
65.23,Štinjan,1,146000,1
69.35,Štinjan,0,161000,1
61.26,Štinjan,1,137000,1
127.0,Centar,8,267000,0
50.0,Verudela,1,158000,0
105.0,Centar,3,262500,0
58.0,Centar,2,139000,1
122.0,Centar,1,250000,1
73.0,Centar,1,151000,0
100.0,Gregovica,0,166000,0
57.5,Monvidal,3,138000,1
52.47,Veruda,5,122000,0
96.39,Centar,1,185000,0
57.43,Veli vrh,1,130800,1
95.0,Veli vrh,2,208000,1
74.0,Veruda,1,225000,0
138.66,Monteghiro,2,195000,1
65.0,Centar,6,125000,0
118.0,Centar,1,170000,0
124.0,Centar,0,146000,0
64.0,Veli vrh,1,134900,1
116.76,Centar,1,137000,0
80.0,Centar,0,165000,0
135.44,Centar,1,280000,0
338.0,Centar,2,900000,0
50.42,Veruda,3,105000,0
71.0,Centar,4,98600,0
100.0,Centar,1,185000,1
62.73,Štinjan,0,140000,1
54.62,Monte Magno,1,125000,0
56.71,Kaštanjer,1,120000,1
69.94,Štinjan,0,156500,1
56.25,Štinjan,1,125500,1
40.55,Šijana,1,83000,0
45.0,Centar,1,170000,0
83.0,Centar,1,165000,0
69.13,Vidikovac,12,139000,0
63.74,Štinjan,1,157000,1
214.0,Štinjan,0,247500,0
78.0,Centar,4,165000,1
62.5,Centar,3,138000,0
50.0,Kaštanjer,0,79000,1
84.0,Centar,1,180000,0
115.0,Centar,3,230000,0
57.46,Monvidal,2,135000,1
31.11,Veruda,1,112000,0
108.55,Vidikovac,1,294000,1
76.82,Šijana,1,339900,0
73.53,Stoja,0,187550,1
86.0,Centar,1,264856,1
54.39,Kaštanjer,0,125097,1
55.0,Kaštanjer,1,137500,1
54.94,Kaštanjer,1,137350,1
68.77,Centar,2,192556,0
62.25,Centar,3,174300,1
61.87,Centar,1,173292,0
106.28,Centar,1,265700,1
118.07,Šijana,2,195000,0
56.71,Kaštanjer,1,120000,0
56.32,Veruda,0,120000,0
99.55,Veruda,1,150000,0
106.37,Centar,1,276000,0
65.38,Centar,1,130000,0
126.25,Centar,3,226000,0
180.79,Centar,3,375000,0
73.06,Centar,0,105000,0
56.31,Stoja,4,140000,0
89.82,Centar,1,185000,0
93.48,Stoja,0,189000,0
77.78,Stoja,0,187000,0
50.34,Valkane,4,130000,0
52.69,Šijana,3,90000,0
59.26,Vidikovac,2,130000,0
71.23,Centar,2,221500,1
66.99,Centar,1,208500,1
121.99,Centar,1,260000,0
76.96,Veruda,6,166000,0
74.21,Centar,1,220000,0
81.97,Monvidal,0,151000,0
78.07,Stoja,2,125000,0
54.14,Stoja,5,88000,0
100.6,Gregovica,2,221320,1
74.5,Stoja,1,115000,0
57.4,Gregovica,1,126280,1
54.8,Veli vrh,1,119000,1
67.28,Veli vrh,1,160000,1
107.26,Veli vrh,2,270000,1
54.94,Veli vrh,0,125000,1
25.19,Stoja,5,79500,0
26.78,Kaštanjer,2,76000,0
65.0,Gregovica,0,162500,1
53.95,Centar,1,114000,0
80.05,Monvidal,1,159500,1
86.91,Monvidal,3,171000,1
66.36,Šijana,10,113000,1
62.77,Štinjan,1,161000,0
61.26,Štinjan,1,158000,0
59.26,Vidikovac,4,114000,0
93.46,Centar,1,180000,0
40.73,Veruda,7,100000,0
70.0,Centar,3,170000,1
90.0,Kaštanjer,3,167000,0
81.0,Veruda,0,174500,0
171.76,Centar,0,260000,0
109.0,Šijana,1,140000,0
65.66,Centar,3,176000,0
59.45,Vidikovac,3,126000,0
114.9,Centar,2,299000,0
54.0,Veruda,5,93000,0
98.49,Šijana,1,185000,0
74.61,Centar,1,150000,0
120.0,Centar,1,168000,0
77.72,Centar,1,120000,0
76.6,Centar,1,120000,0
77.18,Nova Veruda,2,130000,0
85.02,Veruda,4,150000,0
57.67,Centar,1,115500,0
84.83,Centar,4,159000,0
119.0,Štinjan,1,225000,0
69.19,Centar,0,114000,0
57.32,Veli vrh,1,128000,1
57.43,Veli vrh,1,128000,1
115.68,Veli vrh,2,233000,1
79.24,Veli vrh,0,166000,1
57.43,Veli vrh,1,128000,1
57.3,Veli vrh,1,128000,1
57.32,Veli vrh,1,128000,1
77.99,Veli vrh,0,166000,1
115.68,Veli vrh,2,233000,1
60.34,Veli vrh,0,128000,1
94.84,Veli vrh,2,206600,1
79.24,Veli vrh,0,166000,1
57.32,Veli vrh,1,128000,1
115.68,Veli vrh,2,233000,1
79.24,Veli vrh,0,166000,1
64.47,Veli vrh,1,133250,1
127.96,Veli vrh,2,255000,1
58.56,Veli vrh,0,125000,1
58.56,Veli vrh,0,125000,1
59.05,Veli vrh,1,131200,1
68.81,Veli vrh,1,133250,1
59.05,Veli vrh,1,131200,1
59.05,Veli vrh,1,131200,1
127.96,Veli vrh,2,255000,1
59.05,Veli vrh,1,131200,1
62.0,Štinjan,1,155000,1
70.0,Štinjan,0,159200,1
114.0,Kaštanjer,1,285000,1
90.0,Centar,2,260000,0
55.0,Monte Magno,1,125000,0
55.0,Monte Magno,1,125000,0
60.34,Veli vrh,0,128000,1
57.32,Veli vrh,1,128000,1
79.24,Veli vrh,0,166000,1
94.84,Veli vrh,2,206600,1
57.3,Veli vrh,1,128000,1
58.56,Veli vrh,0,125000,1
127.96,Veli vrh,2,255000,1
59.05,Veli vrh,1,131200,0
59.05,Veli vrh,1,131200,0
77.99,Veli vrh,0,166000,1
57.32,Veli vrh,1,128000,1
64.47,Veli vrh,1,133250,1
59.05,Veli vrh,1,131200,0
79.24,Veli vrh,0,166000,1
68.0,Štinjan,1,163200,1
63.0,Štinjan,1,158000,1
60.0,Centar,0,180000,0
63.0,Štinjan,1,158000,1
52.0,Centar,3,55000,0
90.89,Veruda,4,280000,0
28.0,Stoja,1,77777,0
81.85,Sv. Polikarp / Sisplac,4,169000,0
31.0,Veruda,0,112000,0
75.0,Valdebek,0,205000,0
74.58,Centar,1,145000,0
81.0,Veruda,0,168000,0
65.0,Centar,0,65000,0
53.0,Centar,1,95000,0
61.0,Šikići,0,123000,0
80.0,Centar,3,220000,0
118.0,Šijana,2,195000,0
61.89,Centar,1,173300,1
62.0,Šijana,5,125000,0
65.0,Šijana,7,139750,0
43.0,Centar,2,86000,0
50.5,Centar,1,39500,1
65.0,Kaštanjer,4,119000,0
96.0,Vidikovac,3,250000,0
71.0,Stoja,1,213000,0
60.0,Centar,0,180000,0
62.0,Kaštanjer,1,155000,1
100.0,Centar,2,299000,1
62.0,Kaštanjer,1,155000,1
67.0,Vidikovac,2,145000,0
62.0,Valdebek,2,135000,0
38.0,Monte Zaro,0,67500,0
40.0,Verudela,2,150000,1
100.2,Gregovica,0,160000,0
68.0,Vidikovac,1,145000,0
103.0,Šijana,2,239000,0
50.0,Kaštanjer,3,140000,0
50.38,Kaštanjer,3,140500,1
53.0,Centar,1,95000,0
72.0,Centar,3,180000,1
75.0,Centar,1,350000,0
50.38,Kaštanjer,3,135000,0
43.0,Centar,5,80000,0
50.0,Busoler,1,105000,0
100.0,Gregovica,0,160000,0
51.0,Veruda,3,103750,1
80.71,Šijana,2,125000,0
52.5,Veruda,5,94000,0
120.0,Centar,2,190000,0
78.0,Centar,0,155000,0
56.0,Monte Zaro,2,140000,0
118.0,Centar,1,170000,0
51.0,Centar,0,100000,0
72.0,Vidikovac,1,197000,0
65.0,Centar,0,84300,0
47.0,Centar,1,83000,1
65.66,Centar,3,176000,0
66.0,Vidikovac,4,135000,0
90.0,Centar,3,300000,0
56.0,Stoja,4,130000,0
79.22,Kaštanjer,1,178000,0
53.0,Monvidal,1,116000,1
58.0,Centar,1,180000,0
58.87,Stoja,1,179950,1
62.48,Centar,3,134000,0
60.0,Centar,1,149000,0
47.0,Monvidal,1,86700,1
48.0,Kaštanjer,2,89000,1
40.0,Monvidal,3,80000,1
60.0,Vidikovac,4,130000,0
54.0,Centar,1,158000,0
59.0,Veli vrh,0,125000,1
128.0,Veli vrh,2,255000,1
127.96,Veli vrh,2,255000,1
58.56,Veli vrh,0,125000,1
57.43,Veli vrh,1,128000,0
57.32,Veli vrh,1,128000,1
115.68,Veli vrh,2,233000,1
115.68,Veli vrh,2,233000,0
79.24,Veli vrh,0,166000,1
57.43,Veli vrh,1,128000,0
68.81,Veli vrh,1,133250,1
59.05,Veli vrh,1,131200,1
115.68,Veli vrh,2,233000,1
162.0,Centar,2,285000,0
93.48,Stoja,0,199000,0
40.0,Stoja,1,83500,0
74.0,Stoja,0,205900,1
66.0,Stoja,0,183200,1
66.0,Stoja,0,183200,1
71.0,Stoja,0,198800,1
93.0,Stoja,0,258300,1
125.0,Centar,3,115000,0
55.0,Valdebek,1,124500,0
54.93,Štinjan,1,166000,1
53.86,Štinjan,1,155625,1
44.0,Centar,2,177000,0
47.0,Monvidal,2,94000,0
45.0,Šijana,2,99000,1
56.0,Centar,1,118000,0
70.0,Monvidal,1,140000,0
50.0,Monvidal,1,100000,0
55.0,Šijana,1,120000,0
56.0,Centar,1,125000,0
71.0,Centar,2,215000,0
57.0,Centar,1,118500,0
75.0,Monte Magno,1,178000,1
63.89,Centar,3,178900,1
70.13,Centar,3,196400,1
166.02,Centar,4,415100,1
96.99,Centar,4,242500,1
150.0,Veruda,0,260000,0
106.28,Centar,1,265700,1
62.25,Centar,2,174300,1
89.28,Centar,2,223200,1
55.0,Šijana,1,121000,1
40.55,Šijana,1,73000,0
64.5,Veli vrh,1,140000,0
57.0,Valdebek,1,132000,0
70.58,Centar,2,180000,0
78.0,Nova Veruda,2,130000,0
54.0,Stoja,4,105000,0
72.0,Centar,3,220000,0
80.0,Centar,0,128000,0
62.25,Centar,2,174300,0
63.89,Centar,2,178900,0
68.77,Centar,2,192500,0
68.38,Centar,2,165000,1
56.0,Valdebek,0,120000,1
61.89,Centar,1,173300,0
97.0,Centar,1,163000,0
105.0,Monte Zaro,0,165000,0
66.0,Gregovica,0,151800,1
149.0,Centar,0,360000,0
49.0,Kaštanjer,3,78000,0
91.0,Veruda,4,270000,0
47.36,Veli vrh,1,111500,0
95.0,Veli vrh,2,207600,0
60.0,Veli vrh,0,123600,0
116.0,Veli vrh,2,235000,0
67.75,Centar,3,149800,0
57.0,Monvidal,1,91200,1
92.0,Kaštanjer,5,143500,0
124.0,Veli vrh,2,268000,0
63.0,Veruda,8,119000,0
30.0,Kaštanjer,0,76500,1
70.0,Centar,3,129000,0
53.59,Centar,1,133740,0
80.0,Veruda,1,123000,0
80.0,Veruda,1,125000,0
75.0,Centar,1,200000,0
82.0,Centar,3,320000,0
75.0,Centar,3,130000,0
50.0,Centar,3,3000,1
56.0,Verudela,2,168000,1
68.38,Centar,2,164774,0
79.0,Veruda,3,165000,0
54.0,Veli vrh,1,115000,1
37.0,Centar,1,104000,1
77.32,Centar,2,110000,0
120.0,Monte Zaro,1,185000,0
73.0,Stoja,0,182000,0
86.15,Veli vrh,1,168000,1
124.0,Centar,3,115000,0
78.0,Stoja,0,170000,0
89.0,Monte Zaro,1,195700,0
57.0,Kaštanjer,1,120000,1
61.26,Štinjan,1,157000,0
62.77,Štinjan,1,162500,0
76.0,Šijana,4,107000,0
72.0,Centar,3,84000,0
54.0,Nova Veruda,1,135000,0
82.85,Nova Veruda,2,200000,0
61.0,Štinjan,1,157000,0
63.0,Štinjan,1,160000,0
96.0,Centar,2,129000,0
104.0,Valdebek,2,137000,1
52.0,Valdebek,1,83200,1
104.0,Veruda,1,160000,0
67.0,Verudela,0,185000,0
74.0,Centar,1,160000,0
99.55,Centar,1,150000,0
72.0,Centar,0,123000,0
85.0,Veli vrh,1,181000,1
124.0,Veli vrh,1,242000,1
111.0,Centar,1,178000,0
80.0,Centar,0,145000,0
230.0,Monte Zaro,2,390000,0
120.0,Valdebek,0,240000,0
81.0,Monvidal,0,145000,0
118.0,Centar,1,195000,0
124.0,Centar,0,145000,0
85.0,Centar,0,150000,0
82.85,Nova Veruda,2,200000,0
89.0,Centar,3,145000,0
69.81,Veruda,0,90000,0
75.0,Arsenal,2,130000,0
160.0,Centar,1,371000,0
111.0,Centar,2,155000,0
119.0,Centar,1,175000,0
65.0,Kaštanjer,0,155000,0
126.0,Kaštanjer,2,252000,0
105.0,Centar,0,210000,0
130.0,Centar,2,232000,0
117.0,Centar,2,220000,0
56.0,Kaštanjer,3,117000,0
80.0,Kaštanjer,0,153000,0
55.0,Centar,0,115000,0
80.0,Centar,3,129000,0
70.0,Centar,0,115000,0
52.64,Nova Veruda,0,160000,0
54.0,Monte Zaro,2,139000,0
72.0,Centar,3,155000,0
110.0,Centar,1,160000,0
90.0,Vidikovac,0,98000,0
145.0,Stoja,4,450000,0
145.0,Stoja,4,425000,0
100.0,Centar,3,245000,0
53.0,Veruda,5,93000,0
108.0,Veli vrh,3,176000,0
70.0,Centar,3,134000,0
43.0,Stoja,0,120000,0
48.0,Centar,1,144000,1
100.0,Centar,3,250000,0
125.0,Centar,0,135000,0
71.23,Centar,2,243100,1
170.0,Centar,3,320000,1
111.0,Centar,2,155000,0
67.0,Centar,1,222500,1
93.0,Nova Veruda,1,205000,0
86.0,Centar,1,293500,1
74.3,Centar,1,148600,0
70.0,Štinjan,0,154000,1
56.25,Štinjan,1,126500,0
55.0,Štinjan,0,115000,1
67.0,Centar,1,218000,1
49.0,Centar,1,105000,0
80.0,Stoja,0,180000,0
69.07,Centar,2,172675,1
104.0,Centar,1,137000,0
65.0,Stoja,3,185000,1
84.0,Centar,4,177000,0
138.0,Centar,2,165000,0
100.0,Šijana,2,175000,0
53.0,Monvidal,1,90000,1
56.0,Valdebek,1,115000,1
39.26,Centar,1,104000,0
54.96,Sv. Polikarp / Sisplac,3,160000,1
56.1,Sv. Polikarp / Sisplac,3,163000,1
85.0,Šijana,6,136000,0
85.0,Centar,1,120000,0
82.31,Valmade,2,139000,1
97.0,Valdebek,2,155000,1
108.36,Centar,1,350000,1
58.0,Centar,2,132400,1
96.5,Centar,1,165000,0
72.0,Centar,3,229000,1
92.25,Stoja,0,245000,0
65.0,Stoja,0,175500,0
79.0,Monvidal,2,106000,1
154.0,Veli vrh,0,142000,0
51.0,Centar,0,105000,0
70.91,Centar,0,120000,0
74.0,Veruda,2,115000,0
66.0,Centar,4,88000,0
85.0,Monvidal,0,150000,0
88.0,Centar,3,175000,0
125.0,Centar,2,175000,0
69.0,Centar,2,144900,0
98.0,Centar,1,160000,0
107.0,Centar,2,150000,0
135.0,Veruda,3,250000,0
147.0,Centar,1,170000,0
74.0,Centar,3,108000,0
100.0,Šijana,1,180000,0
60.0,Vidikovac,4,120000,0
74.9,Štinjan,3,150000,1
135.0,Šijana,2,270000,0
49.5,Sv. Polikarp / Sisplac,4,87000,0
70.0,Centar,0,155000,0
